event,datetime,lon,lat,depth,intensity,station_id,station_name,station_lon,station_lat,distance,az,pga_v,pga_ns,pga_ew,d,pga_max,pga
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WTK,Tuku,187789.0627401733,2620825.2634779047,94.61,150.05,2.49,6.88,6.88,94490.93442323887,6.88,10.043351034390861
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WJS,Zhushan,222491.62584118723,2635115.0493025016,97.64,172.63,2.54,5.08,5.08,97120.65418483953,5.08,7.62
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WSF,Sihu,171440.96721588855,2615366.7675887183,99.25,140.23,2.33,11.35,11.35,99301.23710545822,11.35,16.21955301480284
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,SML,SunMoonLake,240834.78274558816,2641736.4856542195,103.58,183.27,1.53,11.74,11.74,103169.64498701454,11.74,16.67321504689483
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WNT,Mingjian,218430.82286751538,2641768.144815505,104.16,171.08,1.21,4.36,4.36,104277.75722371858,4.36,6.28357382386807
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,HEN,Hengchun,224186.98488197883,2433578.1938243806,105.05,5.87,1.3,4.4,4.4,105692.09325114606,4.4,6.356886030125128
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TYC,Yuchi,236764.4023047193,2645062.026218616,106.08,181.06,2.84,4.18,4.18,106329.355814457,4.18,6.558231468925139
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WNT1,NantouCity,217419.97158558777,2645092.8152913786,107.66,170.68,2.03,2.81,2.81,107720.12064304433,2.81,4.462409662951173
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TWK1,Kenting,230373.88581275946,2426926.1285570227,111.61,1.94,0.84,1.3,1.3,111908.7065014738,1.3,2.0212867188996224
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,ESL,Xilin,294832.08213291,2634050.9237001794,113.22,212.25,1.15,2.02,2.02,112726.37204885356,2.02,3.0794967121268373
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,SEB,Eluanbi,235534.62171896923,2422491.8367884387,115.89,359.76,1.84,2.95,2.95,116266.12753683353,2.95,4.5596710407659895
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WTC,Dacheng,177684.2790531797,2639699.915136005,116.37,150.46,1.97,3.85,3.85,115893.90812138315,3.85,5.79015543832806
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,OWD,Aowanda,268320.57698391436,2649497.46793791,116.37,196.6,1.44,1.61,1.61,115758.09728724802,1.61,2.6940304378384443
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WWF,Wufeng,219486.8678782688,2659485.564806816,122.28,172.7,1.12,3.28,3.28,121675.64507075267,3.28,4.771917853442156
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WCS,Guoxing,240847.50388376444,2661670.910205161,122.99,182.91,0.76,2.1,2.1,123074.3459041064,2.1,3.0655505215213794
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,LAY,Lanyu,307805.4573924474,2438091.884514692,124.33,324.16,0.5,1.44,1.44,124456.45947584773,1.44,2.096950166312972
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WDG,Dongjidao,113912.72413413948,2573697.9845212623,125.94,105.81,1.2,2.17,2.17,125661.04278600072,2.17,3.2951176003293114
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,EYL,Yanliao,311092.7932948438,2644078.08310115,130.81,215.95,1.33,3.01,3.01,130159.7549349432,3.01,4.459719722135013
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TCU,TaichungCity,217480.4228425377,2671672.512960686,133.78,172.7,1.06,2.6,2.6,134018.34884616343,2.6,3.8266957025611537
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,HWA,HualienCity,312072.7542644263,2652942.4806326255,137.94,214.41,1.38,2.63,2.63,137979.15869643362,2.63,3.9671400277781976
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WHF,Hehuanshan,277440.5005203154,2670554.3087334028,139.27,198.02,2.65,4.19,4.19,138582.25128670852,4.19,6.49112470994049
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WHP,Wushikeng,244923.98669740726,2686033.803515175,147.64,183.78,6.85,17.75,17.75,147639.63642698186,17.75,26.020136433154995
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,PNG,MagongCity,102998.8130809158,2608141.9546590718,148.38,117.46,0.29,1.68,1.68,148788.82862147904,1.68,2.3935120638927225
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,FUSS,Lishan,274370.6287985171,2682731.3270915076,149.47,195.58,2.05,7.2,7.2,149364.2629735584,7.2,10.386650085566568
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,ETLH,Xibao,298756.7747790603,2678364.0973408236,153.63,204.8,1.19,2.63,2.63,153638.31092202227,2.63,3.9051120342443437
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TWQ1,Liyutan,226663.11329342116,2693804.8255073503,155.14,177.09,1.8,2.93,2.93,155254.38144330948,2.93,4.51772066422881
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,WDJ,Dajia,213472.60452988176,2693832.8274737294,156.56,172.13,1.65,3.96,3.96,156513.38978378067,3.96,5.838295984274864
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NNS,Nanshan,288529.4091359714,2703806.1356598055,173.66,198.17,0.9,2.85,2.85,173633.48828112675,2.85,4.129769969380861
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NST,Nanzhuang,251012.40178532005,2724796.7465770366,186.99,184.95,0.95,1.41,1.41,186763.40022793147,1.41,2.2087779426642236
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,LIOB,Emei,252024.4812209788,2727011.9866791796,188.97,185.13,1.07,1.14,1.14,189060.68427409497,1.14,1.9349676999888137
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NSK,Sanguang,287447.1044713931,2729277.4426079798,198.25,195.37,0.77,1.28,1.28,197711.95818240696,1.28,1.9671553065276772
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,ENT,Niudou,307702.9339792635,2726023.941715974,201.18,201.48,1.18,1.99,1.99,201025.82823092828,1.99,3.0516552885278507
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,HSN1,HsinchuCity,252022.37981773648,2741410.473161718,203.45,184.81,1.08,1.35,1.35,203402.15278637677,1.35,2.1934903692517094
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NDS,Dongshan,322894.18918419373,2724987.594328987,206.59,205.3,1.02,2.28,2.28,206096.09044906168,2.28,3.3818929610500685
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,HSN,ZhubeiCity,251010.78439921382,2746948.3079616604,208.96,184.58,1.09,2.03,2.03,208838.371892538,2.03,3.070814224273425
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TWE,Neicheng,318794.99023466464,2734935.5631002537,213.64,203.39,0.83,1.9,1.9,213478.15238094333,1.9,2.812276657798802
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,ILA,YilanCity,326864.21646723663,2739408.6720154667,221.31,204.64,1.35,2.79,2.79,220842.96950874684,2.79,4.170215821753114
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NHW,Xinwu,255046.5916075105,2766886.1134289685,228.94,185.02,0.44,1.03,1.03,229044.6488369645,1.03,1.5216438479486585
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NTY,TaoyuanCity,280282.0881520076,2765811.068317334,231.8,191.32,1.06,2.07,2.07,231603.13138302547,2.07,3.113422554039204
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,BAC,NewTaipeiCity,294413.88050997857,2765849.636668905,234.88,194.84,1.35,2.48,2.48,234835.8559262128,2.48,3.758097923152083
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TWA,Muzha,309564.9160503109,2763691.846378536,237.2,198.56,1.35,1.88,1.88,237094.90863026242,1.88,2.981828298209003
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TAP,TaipeiCity,301463.1576981745,2770304.9915974326,241.14,196.25,0.88,3.0,3.0,241006.31664207662,3.0,4.332943572215083
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TIPB,Shuangxi,333802.42729983735,2762710.965360928,245.19,203.87,0.52,0.74,0.74,244937.17403053638,0.74,1.1685888926393233
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,TWS1,Wugu,292360.66464913666,2776919.681009607,245.57,193.73,0.63,1.15,1.15,245065.2991609027,1.15,1.744104354676061
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,ANP,Yangmingshan,303420.4829382313,2785820.054769409,256.99,195.58,0.35,1.12,1.12,256466.98844391768,1.12,1.6221282316759056
25,2019-04-03 09:52:55,234617.48737793686,2538754.3469841667,10.0,5.6,NOU,KeelungCity,327630.6717342791,2782613.7034355206,261.3,201.05,0.49,0.53,0.53,260995.8585743755,0.53,0.895488693395958
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,STYH,Taoyuan,227477.2739736303,2564232.3003167687,25.18,157.41,18.44,32.26,32.26,25411.239395920547,32.26,49.20821882572057
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,TWG,Beinan,258211.81831823903,2524353.6459268862,26.87,308.72,7.82,14.31,14.31,26398.539614195164,14.31,21.69572769003151
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,LONT,Luye,263335.42372790317,2534323.1065379167,27.01,284.99,14.49,25.65,25.65,26486.23172103549,25.65,39.06155526857577
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,ELD,Lidao,253071.04740275693,2565322.951757025,28.55,212.44,8.54,9.46,9.46,28803.661164888286,9.46,15.871824091767147
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,SGS,Jiaxian,207994.52340911428,2553200.7220550976,31.66,112.83,4.86,9.36,9.36,32122.42563873465,9.36,14.101021239612399
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,SSD,Sandimen,213025.10347437492,2515537.9348054873,34.71,44.07,7.58,21.97,21.97,35429.34689330239,21.97,31.9815290441217
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,TTN,TaitungCity,265405.02693719143,2516608.124685305,37.41,309.98,2.83,7.32,7.32,36893.29938918301,7.32,10.731901043151675
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,SMG,Majia,213017.04024361775,2512216.015194615,37.63,38.99,9.03,8.84,9.03,37889.4814263361,9.03,15.531497030228605
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,ECS,Chishang,272536.09347227943,2555373.46320089,37.88,248.42,11.18,12.26,12.26,37701.66986339169,12.26,20.630259329441305
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,EHD,Haiduan,271503.752324934,2560908.715241512,39.26,239.62,6.53,14.61,14.61,39251.5287036627,14.61,21.668989362681405
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,WTP,Dapu,211114.3447380909,2570910.314600713,39.94,139.51,2.94,3.64,3.64,40040.300038347385,3.64,5.928136300727236
26,2019-04-04 09:56:55,237695.80281942332,2540966.1713765156,10.0,5.2,SCS,Qishan,197675.98245098258,2532193.166970019,40.23,76.65,8.41,10.84,10.84,40970.13093265226,10.84,17.48540248321439
